pin,slack
genCounters[195].counter/terminalCount_11:B,996333
genCounters[195].counter/terminalCount_11:C,996280
genCounters[195].counter/terminalCount_11:D,996188
genCounters[195].counter/terminalCount_11:Y,996188
genCounters[345].counter/count[7]:ALn,
genCounters[345].counter/count[7]:CLK,996280
genCounters[345].counter/count[7]:D,997299
genCounters[345].counter/count[7]:EN,995944
genCounters[345].counter/count[7]:Q,996280
genCounters[71].counter/terminalCount_10:A,996333
genCounters[71].counter/terminalCount_10:B,996242
genCounters[71].counter/terminalCount_10:C,996189
genCounters[71].counter/terminalCount_10:D,996097
genCounters[71].counter/terminalCount_10:Y,996097
genCounters[294].counter/count[11]:ALn,
genCounters[294].counter/count[11]:CLK,996333
genCounters[294].counter/count[11]:D,997223
genCounters[294].counter/count[11]:EN,995944
genCounters[294].counter/count[11]:Q,996333
genCounters[265].counter/count_cry[4]:B,997231
genCounters[265].counter/count_cry[4]:FCI,997147
genCounters[265].counter/count_cry[4]:FCO,997147
genCounters[265].counter/count_cry[4]:S,997356
genCounters[367].counter/terminalCount_11:A,996424
genCounters[367].counter/terminalCount_11:B,996333
genCounters[367].counter/terminalCount_11:C,996280
genCounters[367].counter/terminalCount_11:D,996188
genCounters[367].counter/terminalCount_11:Y,996188
genCounters[179].counter/count_cry[9]:B,997326
genCounters[179].counter/count_cry[9]:FCI,997147
genCounters[179].counter/count_cry[9]:FCO,997147
genCounters[179].counter/count_cry[9]:S,997261
genCounters[288].counter/count[3]:ALn,
genCounters[288].counter/count[3]:CLK,996188
genCounters[288].counter/count[3]:D,997375
genCounters[288].counter/count[3]:EN,995944
genCounters[288].counter/count[3]:Q,996188
genCounters[9].counter/count_cry[14]:B,997403
genCounters[9].counter/count_cry[14]:FCI,997147
genCounters[9].counter/count_cry[14]:FCO,997147
genCounters[9].counter/count_cry[14]:S,997166
genCounters[317].counter/count[5]:ALn,
genCounters[317].counter/count[5]:CLK,996136
genCounters[317].counter/count[5]:D,997337
genCounters[317].counter/count[5]:EN,995944
genCounters[317].counter/count[5]:Q,996136
genCounters[335].counter/count_cry[4]:B,997231
genCounters[335].counter/count_cry[4]:FCI,997147
genCounters[335].counter/count_cry[4]:FCO,997147
genCounters[335].counter/count_cry[4]:S,997356
genCounters[316].counter/count[14]:ALn,
genCounters[316].counter/count[14]:CLK,996333
genCounters[316].counter/count[14]:D,997166
genCounters[316].counter/count[14]:EN,995944
genCounters[316].counter/count[14]:Q,996333
genCounters[85].counter/count_cry[14]:B,997403
genCounters[85].counter/count_cry[14]:FCI,997147
genCounters[85].counter/count_cry[14]:FCO,997147
genCounters[85].counter/count_cry[14]:S,997166
genCounters[51].counter/count_cry[4]:B,997231
genCounters[51].counter/count_cry[4]:FCI,997147
genCounters[51].counter/count_cry[4]:FCO,997147
genCounters[51].counter/count_cry[4]:S,997356
genCounters[146].counter/count_cry[9]:B,997326
genCounters[146].counter/count_cry[9]:FCI,997147
genCounters[146].counter/count_cry[9]:FCO,997147
genCounters[146].counter/count_cry[9]:S,997261
genCounters[239].counter/count_cry[6]:B,997269
genCounters[239].counter/count_cry[6]:FCI,997147
genCounters[239].counter/count_cry[6]:FCO,997147
genCounters[239].counter/count_cry[6]:S,997318
genCounters[372].counter/terminalCount_9:A,996280
genCounters[372].counter/terminalCount_9:B,996189
genCounters[372].counter/terminalCount_9:C,996136
genCounters[372].counter/terminalCount_9:D,996044
genCounters[372].counter/terminalCount_9:Y,996044
genCounters[315].counter/terminalCount:A,996188
genCounters[315].counter/terminalCount:B,996097
genCounters[315].counter/terminalCount:C,996044
genCounters[315].counter/terminalCount:D,995944
genCounters[315].counter/terminalCount:Y,995944
genCounters[64].counter/count[15]:ALn,
genCounters[64].counter/count[15]:CLK,996424
genCounters[64].counter/count[15]:D,997147
genCounters[64].counter/count[15]:EN,995944
genCounters[64].counter/count[15]:Q,996424
genCounters[36].counter/count_cry[5]:B,997250
genCounters[36].counter/count_cry[5]:FCI,997147
genCounters[36].counter/count_cry[5]:FCO,997147
genCounters[36].counter/count_cry[5]:S,997337
genCounters[191].counter/terminalCount:A,996188
genCounters[191].counter/terminalCount:B,996097
genCounters[191].counter/terminalCount:C,996044
genCounters[191].counter/terminalCount:D,995944
genCounters[191].counter/terminalCount:Y,995944
genCounters[216].counter/count_cry[10]:B,997345
genCounters[216].counter/count_cry[10]:FCI,997147
genCounters[216].counter/count_cry[10]:FCO,997147
genCounters[216].counter/count_cry[10]:S,997242
genCounters[104].counter/count_cry[8]:B,997307
genCounters[104].counter/count_cry[8]:FCI,997147
genCounters[104].counter/count_cry[8]:FCO,997147
genCounters[104].counter/count_cry[8]:S,997280
genCounters[74].counter/terminalCount_8:A,996188
genCounters[74].counter/terminalCount_8:B,996097
genCounters[74].counter/terminalCount_8:C,996044
genCounters[74].counter/terminalCount_8:D,995944
genCounters[74].counter/terminalCount_8:Y,995944
genCounters[380].counter/count[9]:ALn,
genCounters[380].counter/count[9]:CLK,996189
genCounters[380].counter/count[9]:D,997261
genCounters[380].counter/count[9]:EN,995944
genCounters[380].counter/count[9]:Q,996189
genCounters[373].counter/count_RNO[0]:A,997616
genCounters[373].counter/count_RNO[0]:Y,997616
genCounters[158].counter/count[13]:ALn,
genCounters[158].counter/count[13]:CLK,996280
genCounters[158].counter/count[13]:D,997185
genCounters[158].counter/count[13]:EN,995944
genCounters[158].counter/count[13]:Q,996280
genCounters[81].counter/count[6]:ALn,
genCounters[81].counter/count[6]:CLK,996189
genCounters[81].counter/count[6]:D,997318
genCounters[81].counter/count[6]:EN,995944
genCounters[81].counter/count[6]:Q,996189
genCounters[256].counter/count_cry[2]:B,997193
genCounters[256].counter/count_cry[2]:FCI,997147
genCounters[256].counter/count_cry[2]:FCO,997147
genCounters[256].counter/count_cry[2]:S,997394
genCounters[243].counter/count[11]:ALn,
genCounters[243].counter/count[11]:CLK,996333
genCounters[243].counter/count[11]:D,997223
genCounters[243].counter/count[11]:EN,995944
genCounters[243].counter/count[11]:Q,996333
genCounters[352].counter/count_cry[8]:B,997307
genCounters[352].counter/count_cry[8]:FCI,997147
genCounters[352].counter/count_cry[8]:FCO,997147
genCounters[352].counter/count_cry[8]:S,997280
genCounters[64].counter/terminalCount_9:A,996280
genCounters[64].counter/terminalCount_9:B,996189
genCounters[64].counter/terminalCount_9:C,996136
genCounters[64].counter/terminalCount_9:D,996044
genCounters[64].counter/terminalCount_9:Y,996044
genCounters[326].counter/count[15]:ALn,
genCounters[326].counter/count[15]:CLK,996424
genCounters[326].counter/count[15]:D,997147
genCounters[326].counter/count[15]:EN,995944
genCounters[326].counter/count[15]:Q,996424
genCounters[26].counter/count_s_5913:B,997147
genCounters[26].counter/count_s_5913:FCO,997147
genCounters[363].counter/count[8]:ALn,
genCounters[363].counter/count[8]:CLK,996097
genCounters[363].counter/count[8]:D,997280
genCounters[363].counter/count[8]:EN,995944
genCounters[363].counter/count[8]:Q,996097
genCounters[368].counter/count[4]:ALn,
genCounters[368].counter/count[4]:CLK,996044
genCounters[368].counter/count[4]:D,997356
genCounters[368].counter/count[4]:EN,995944
genCounters[368].counter/count[4]:Q,996044
genCounters[142].counter/count_cry[14]:B,997403
genCounters[142].counter/count_cry[14]:FCI,997147
genCounters[142].counter/count_cry[14]:FCO,997147
genCounters[142].counter/count_cry[14]:S,997166
genCounters[264].counter/count_cry[4]:B,997231
genCounters[264].counter/count_cry[4]:FCI,997147
genCounters[264].counter/count_cry[4]:FCO,997147
genCounters[264].counter/count_cry[4]:S,997356
genCounters[218].counter/count_cry[3]:B,997212
genCounters[218].counter/count_cry[3]:FCI,997147
genCounters[218].counter/count_cry[3]:FCO,997147
genCounters[218].counter/count_cry[3]:S,997375
genCounters[204].counter/count_cry[12]:B,997383
genCounters[204].counter/count_cry[12]:FCI,997147
genCounters[204].counter/count_cry[12]:FCO,997147
genCounters[204].counter/count_cry[12]:S,997204
genCounters[51].counter/count_cry[13]:B,997402
genCounters[51].counter/count_cry[13]:FCI,997147
genCounters[51].counter/count_cry[13]:FCO,997147
genCounters[51].counter/count_cry[13]:S,997185
genCounters[179].counter/count_s[15]:B,997403
genCounters[179].counter/count_s[15]:FCI,997147
genCounters[179].counter/count_s[15]:S,997147
genCounters[90].counter/count[10]:ALn,
genCounters[90].counter/count[10]:CLK,996242
genCounters[90].counter/count[10]:D,997242
genCounters[90].counter/count[10]:EN,995944
genCounters[90].counter/count[10]:Q,996242
genCounters[350].counter/count[8]:ALn,
genCounters[350].counter/count[8]:CLK,996097
genCounters[350].counter/count[8]:D,997280
genCounters[350].counter/count[8]:EN,995944
genCounters[350].counter/count[8]:Q,996097
genCounters[265].counter/count_cry[13]:B,997402
genCounters[265].counter/count_cry[13]:FCI,997147
genCounters[265].counter/count_cry[13]:FCO,997147
genCounters[265].counter/count_cry[13]:S,997185
genCounters[86].counter/count_RNO[0]:A,997616
genCounters[86].counter/count_RNO[0]:Y,997616
genCounters[168].counter/count_cry[3]:B,997212
genCounters[168].counter/count_cry[3]:FCI,997147
genCounters[168].counter/count_cry[3]:FCO,997147
genCounters[168].counter/count_cry[3]:S,997375
genCounters[101].counter/count_s_5991:B,997147
genCounters[101].counter/count_s_5991:FCO,997147
genCounters[331].counter/count[0]:ALn,
genCounters[331].counter/count[0]:CLK,995944
genCounters[331].counter/count[0]:D,997616
genCounters[331].counter/count[0]:EN,995944
genCounters[331].counter/count[0]:Q,995944
genCounters[179].counter/count[0]:ALn,
genCounters[179].counter/count[0]:CLK,995944
genCounters[179].counter/count[0]:D,997616
genCounters[179].counter/count[0]:EN,995944
genCounters[179].counter/count[0]:Q,995944
genCounters[167].counter/count[6]:ALn,
genCounters[167].counter/count[6]:CLK,996189
genCounters[167].counter/count[6]:D,997318
genCounters[167].counter/count[6]:EN,995944
genCounters[167].counter/count[6]:Q,996189
genCounters[204].counter/count[5]:ALn,
genCounters[204].counter/count[5]:CLK,996136
genCounters[204].counter/count[5]:D,997337
genCounters[204].counter/count[5]:EN,995944
genCounters[204].counter/count[5]:Q,996136
genCounters[148].counter/count[11]:ALn,
genCounters[148].counter/count[11]:CLK,996333
genCounters[148].counter/count[11]:D,997223
genCounters[148].counter/count[11]:EN,995944
genCounters[148].counter/count[11]:Q,996333
genCounters[261].counter/count[9]:ALn,
genCounters[261].counter/count[9]:CLK,996189
genCounters[261].counter/count[9]:D,997261
genCounters[261].counter/count[9]:EN,995944
genCounters[261].counter/count[9]:Q,996189
genCounters[32].counter/count_cry[2]:B,997193
genCounters[32].counter/count_cry[2]:FCI,997147
genCounters[32].counter/count_cry[2]:FCO,997147
genCounters[32].counter/count_cry[2]:S,997394
genCounters[79].counter/terminalCount_11:A,996424
genCounters[79].counter/terminalCount_11:B,996333
genCounters[79].counter/terminalCount_11:C,996280
genCounters[79].counter/terminalCount_11:D,996188
genCounters[79].counter/terminalCount_11:Y,996188
genCounters[383].counter/count[8]:ALn,
genCounters[383].counter/count[8]:CLK,996097
genCounters[383].counter/count[8]:D,997280
genCounters[383].counter/count[8]:EN,995944
genCounters[383].counter/count[8]:Q,996097
genCounters[72].counter/count[5]:ALn,
genCounters[72].counter/count[5]:CLK,996136
genCounters[72].counter/count[5]:D,997337
genCounters[72].counter/count[5]:EN,995944
genCounters[72].counter/count[5]:Q,996136
genCounters[189].counter/count[11]:ALn,
genCounters[189].counter/count[11]:CLK,996333
genCounters[189].counter/count[11]:D,997223
genCounters[189].counter/count[11]:EN,995944
genCounters[189].counter/count[11]:Q,996333
genCounters[111].counter/count[14]:ALn,
genCounters[111].counter/count[14]:CLK,996333
genCounters[111].counter/count[14]:D,997166
genCounters[111].counter/count[14]:EN,995944
genCounters[111].counter/count[14]:Q,996333
genCounters[54].counter/count[0]:ALn,
genCounters[54].counter/count[0]:CLK,995944
genCounters[54].counter/count[0]:D,997616
genCounters[54].counter/count[0]:EN,995944
genCounters[54].counter/count[0]:Q,995944
genCounters[183].counter/count_cry[1]:B,997174
genCounters[183].counter/count_cry[1]:FCI,997147
genCounters[183].counter/count_cry[1]:FCO,997147
genCounters[183].counter/count_cry[1]:S,997422
genCounters[343].counter/count[2]:ALn,
genCounters[343].counter/count[2]:CLK,996097
genCounters[343].counter/count[2]:D,997394
genCounters[343].counter/count[2]:EN,995944
genCounters[343].counter/count[2]:Q,996097
genCounters[131].counter/count[12]:ALn,
genCounters[131].counter/count[12]:CLK,996188
genCounters[131].counter/count[12]:D,997204
genCounters[131].counter/count[12]:EN,995944
genCounters[131].counter/count[12]:Q,996188
genCounters[114].counter/count_cry[12]:B,997383
genCounters[114].counter/count_cry[12]:FCI,997147
genCounters[114].counter/count_cry[12]:FCO,997147
genCounters[114].counter/count_cry[12]:S,997204
genCounters[95].counter/count_cry[12]:B,997383
genCounters[95].counter/count_cry[12]:FCI,997147
genCounters[95].counter/count_cry[12]:FCO,997147
genCounters[95].counter/count_cry[12]:S,997204
genCounters[194].counter/count_cry[10]:B,997345
genCounters[194].counter/count_cry[10]:FCI,997147
genCounters[194].counter/count_cry[10]:FCO,997147
genCounters[194].counter/count_cry[10]:S,997242
genCounters[160].counter/count_cry[6]:B,997269
genCounters[160].counter/count_cry[6]:FCI,997147
genCounters[160].counter/count_cry[6]:FCO,997147
genCounters[160].counter/count_cry[6]:S,997318
genCounters[19].counter/terminalCount_8:A,996188
genCounters[19].counter/terminalCount_8:B,996097
genCounters[19].counter/terminalCount_8:C,996044
genCounters[19].counter/terminalCount_8:D,995944
genCounters[19].counter/terminalCount_8:Y,995944
genCounters[336].counter/count_cry[2]:B,997193
genCounters[336].counter/count_cry[2]:FCI,997147
genCounters[336].counter/count_cry[2]:FCO,997147
genCounters[336].counter/count_cry[2]:S,997394
genCounters[202].counter/count[14]:ALn,
genCounters[202].counter/count[14]:CLK,996333
genCounters[202].counter/count[14]:D,997166
genCounters[202].counter/count[14]:EN,995944
genCounters[202].counter/count[14]:Q,996333
genCounters[83].counter/count[0]:ALn,
genCounters[83].counter/count[0]:CLK,995944
genCounters[83].counter/count[0]:D,997616
genCounters[83].counter/count[0]:EN,995944
genCounters[83].counter/count[0]:Q,995944
genCounters[238].counter/count[4]:ALn,
genCounters[238].counter/count[4]:CLK,996044
genCounters[238].counter/count[4]:D,997356
genCounters[238].counter/count[4]:EN,995944
genCounters[238].counter/count[4]:Q,996044
genCounters[174].counter/count[7]:ALn,
genCounters[174].counter/count[7]:CLK,996280
genCounters[174].counter/count[7]:D,997299
genCounters[174].counter/count[7]:EN,995944
genCounters[174].counter/count[7]:Q,996280
genCounters[185].counter/count_s_6103:B,997147
genCounters[185].counter/count_s_6103:FCO,997147
genCounters[148].counter/count[10]:ALn,
genCounters[148].counter/count[10]:CLK,996242
genCounters[148].counter/count[10]:D,997242
genCounters[148].counter/count[10]:EN,995944
genCounters[148].counter/count[10]:Q,996242
genCounters[324].counter/count_RNO[0]:A,997616
genCounters[324].counter/count_RNO[0]:Y,997616
genCounters[47].counter/terminalCount:A,996188
genCounters[47].counter/terminalCount:B,996097
genCounters[47].counter/terminalCount:C,996044
genCounters[47].counter/terminalCount:D,995944
genCounters[47].counter/terminalCount:Y,995944
genCounters[252].counter/count[5]:ALn,
genCounters[252].counter/count[5]:CLK,996136
genCounters[252].counter/count[5]:D,997337
genCounters[252].counter/count[5]:EN,995944
genCounters[252].counter/count[5]:Q,996136
genCounters[266].counter/count_s[15]:B,997403
genCounters[266].counter/count_s[15]:FCI,997147
genCounters[266].counter/count_s[15]:S,997147
genCounters[103].counter/count[6]:ALn,
genCounters[103].counter/count[6]:CLK,996189
